Medida,CodMedida,Grupo,CodGrupo,Consumo,Territorio,Año
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,11229.49,Tenerife,2021
Energía eléctrica,1,Sector industrial,5,167161.72,Tenerife,2021
Energía eléctrica,1,Sector del transporte,6,14489.66,Tenerife,2021
Energía eléctrica,1,Hostelería,7,373128.22,Tenerife,2021
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,942171.97,Tenerife,2021
Energía eléctrica,1,Hogares,9,1138632.13,Tenerife,2021
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,70443.2,Tenerife,2021
Energía eléctrica,1,No especificado en otras categorías - Otros,11,150941.55,Tenerife,2021
Número de clientes (CUPS),2,Disponible para consumo final,1,523699,Tenerife,2021
Número de clientes (CUPS),2,Diferencias estadísticas,2,29655,Tenerife,2021
Número de clientes (CUPS),2,Consumo final,3,494044,Tenerife,2021
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,159,Tenerife,2021
Número de clientes (CUPS),2,Sector industrial,5,7682,Tenerife,2021
Número de clientes (CUPS),2,Sector del transporte,6,136,Tenerife,2021
Número de clientes (CUPS),2,Hostelería,7,16481,Tenerife,2021
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,49237,Tenerife,2021
Número de clientes (CUPS),2,Hogares,9,407962,Tenerife,2021
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,4249,Tenerife,2021
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,8138,Tenerife,2020
Energía eléctrica,1,Disponible para consumo final,1,2920160.9,Tenerife,2020
Energía eléctrica,1,Diferencias estadísticas,2,42063.21,Tenerife,2020
Energía eléctrica,1,Consumo final,3,2878097.69,Tenerife,2020
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,11810.08,Tenerife,2020
Energía eléctrica,1,Sector industrial,5,182531.26,Tenerife,2020
Energía eléctrica,1,Sector del transporte,6,17194.44,Tenerife,2020
Energía eléctrica,1,Hostelería,7,322577.84,Tenerife,2020
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,1060430.62,Tenerife,2020
Energía eléctrica,1,Hogares,9,1149838.48,Tenerife,2020
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,58680.03,Tenerife,2020
Energía eléctrica,1,No especificado en otras categorías - Otros,11,75034.96,Tenerife,2020
Número de clientes (CUPS),2,Disponible para consumo final,1,521482,Tenerife,2020
Número de clientes (CUPS),2,Diferencias estadísticas,2,10717,Tenerife,2020
Número de clientes (CUPS),2,Consumo final,3,510765,Tenerife,2020
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,60,Tenerife,2020
Número de clientes (CUPS),2,Sector industrial,5,10550,Tenerife,2020
Número de clientes (CUPS),2,Sector del transporte,6,183,Tenerife,2020
Número de clientes (CUPS),2,Hostelería,7,17028,Tenerife,2020
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,47267,Tenerife,2020
Número de clientes (CUPS),2,Hogares,9,422286,Tenerife,2020
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,4231,Tenerife,2020
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,9160,Tenerife,2019
Energía eléctrica,1,Disponible para consumo final,1,3290121.33,Tenerife,2019
Energía eléctrica,1,Diferencias estadísticas,2,28835.66,Tenerife,2019
Energía eléctrica,1,Consumo final,3,3261285.67,Tenerife,2019
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,16943.5,Tenerife,2019
Energía eléctrica,1,Sector industrial,5,188448.32,Tenerife,2019
Energía eléctrica,1,Sector del transporte,6,102315.8,Tenerife,2019
Energía eléctrica,1,Hostelería,7,534494.71,Tenerife,2019
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,1022238.68,Tenerife,2019
Energía eléctrica,1,Hogares,9,1186751.27,Tenerife,2019
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,51168.96,Tenerife,2019
Energía eléctrica,1,No especificado en otras categorías - Otros,11,158924.43,Tenerife,2019
Número de clientes (CUPS),2,Disponible para consumo final,1,519747,Tenerife,2019
Número de clientes (CUPS),2,Diferencias estadísticas,2,-3241,Tenerife,2019
Número de clientes (CUPS),2,Consumo final,3,522988,Tenerife,2019
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,42,Tenerife,2019
Número de clientes (CUPS),2,Sector industrial,5,7657,Tenerife,2019
Número de clientes (CUPS),2,Sector del transporte,6,10081,Tenerife,2019
Número de clientes (CUPS),2,Hostelería,7,17968,Tenerife,2019
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,40225,Tenerife,2019
Número de clientes (CUPS),2,Hogares,9,432629,Tenerife,2019
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,4368,Tenerife,2019
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,10018,Tenerife,2018
Energía eléctrica,1,Disponible para consumo final,1,3251574.64,Tenerife,2018
Energía eléctrica,1,Diferencias estadísticas,2,11748.05,Tenerife,2018
Energía eléctrica,1,Consumo final,3,3239826.59,Tenerife,2018
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,11167.58,Tenerife,2018
Energía eléctrica,1,Sector industrial,5,177445.86,Tenerife,2018
Energía eléctrica,1,Sector del transporte,6,114666.08,Tenerife,2018
Energía eléctrica,1,Hostelería,7,557889.04,Tenerife,2018
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,989783.87,Tenerife,2018
Energía eléctrica,1,Hogares,9,1224592.74,Tenerife,2018
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,59879.84,Tenerife,2018
Energía eléctrica,1,No especificado en otras categorías - Otros,11,104401.58,Tenerife,2018
Número de clientes (CUPS),2,Disponible para consumo final,1,515524,Tenerife,2018
Número de clientes (CUPS),2,Diferencias estadísticas,2,83,Tenerife,2018
Número de clientes (CUPS),2,Consumo final,3,515441,Tenerife,2018
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,45,Tenerife,2018
Número de clientes (CUPS),2,Sector industrial,5,7471,Tenerife,2018
Número de clientes (CUPS),2,Sector del transporte,6,10261,Tenerife,2018
Número de clientes (CUPS),2,Hostelería,7,18633,Tenerife,2018
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,39583,Tenerife,2018
Número de clientes (CUPS),2,Hogares,9,429248,Tenerife,2018
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,4380,Tenerife,2018
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,5820,Tenerife,2017
Energía eléctrica,1,Disponible para consumo final,1,3252419.89,Tenerife,2017
Energía eléctrica,1,Diferencias estadísticas,2,53660.29,Tenerife,2017
Energía eléctrica,1,Consumo final,3,3198759.6,Tenerife,2017
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,7053.47,Tenerife,2017
Energía eléctrica,1,Sector industrial,5,165946.27,Tenerife,2017
Energía eléctrica,1,Sector del transporte,6,119705.24,Tenerife,2017
Energía eléctrica,1,Hostelería,7,553923.64,Tenerife,2017
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,1065688.9,Tenerife,2017
Energía eléctrica,1,Hogares,9,1159732.65,Tenerife,2017
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,73370.12,Tenerife,2017
Energía eléctrica,1,No especificado en otras categorías - Otros,11,53339.31,Tenerife,2017
Número de clientes (CUPS),2,Disponible para consumo final,1,510230,Tenerife,2017
Número de clientes (CUPS),2,Diferencias estadísticas,2,-315,Tenerife,2017
Número de clientes (CUPS),2,Consumo final,3,510545,Tenerife,2017
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,32,Tenerife,2017
Número de clientes (CUPS),2,Sector industrial,5,7384,Tenerife,2017
Número de clientes (CUPS),2,Sector del transporte,6,10621,Tenerife,2017
Número de clientes (CUPS),2,Hostelería,7,19657,Tenerife,2017
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,39892,Tenerife,2017
Número de clientes (CUPS),2,Hogares,9,421676,Tenerife,2017
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,4545,Tenerife,2017
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,6738,Tenerife,2016
Energía eléctrica,1,Disponible para consumo final,1,3171356.07,Tenerife,2016
Energía eléctrica,1,Diferencias estadísticas,2,39324.31,Tenerife,2016
Energía eléctrica,1,Consumo final,3,3132031.76,Tenerife,2016
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,12059.05,Tenerife,2016
Energía eléctrica,1,Sector industrial,5,167532.61,Tenerife,2016
Energía eléctrica,1,Sector del transporte,6,114953.75,Tenerife,2016
Energía eléctrica,1,Hostelería,7,542875.83,Tenerife,2016
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,988585.02,Tenerife,2016
Energía eléctrica,1,Hogares,9,1167388.82,Tenerife,2016
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,66674.48,Tenerife,2016
Energía eléctrica,1,No especificado en otras categorías - Otros,11,71962.2,Tenerife,2016
Número de clientes (CUPS),2,Disponible para consumo final,1,506215,Tenerife,2016
Número de clientes (CUPS),2,Diferencias estadísticas,2,-636,Tenerife,2016
Número de clientes (CUPS),2,Consumo final,3,506851,Tenerife,2016
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,41,Tenerife,2016
Número de clientes (CUPS),2,Sector industrial,5,7335,Tenerife,2016
Número de clientes (CUPS),2,Sector del transporte,6,10769,Tenerife,2016
Número de clientes (CUPS),2,Hostelería,7,19254,Tenerife,2016
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,40360,Tenerife,2016
Número de clientes (CUPS),2,Hogares,9,422688,Tenerife,2016
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,4513,Tenerife,2016
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,1891,Tenerife,2015
Energía eléctrica,1,Disponible para consumo final,1,3109492.21,Tenerife,2015
Energía eléctrica,1,Diferencias estadísticas,2,26353.49,Tenerife,2015
Energía eléctrica,1,Consumo final,3,3083138.71,Tenerife,2015
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,10641.7,Tenerife,2015
Energía eléctrica,1,Sector industrial,5,166322.09,Tenerife,2015
Energía eléctrica,1,Sector del transporte,6,124637.23,Tenerife,2015
Energía eléctrica,1,Hostelería,7,529978.18,Tenerife,2015
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,980749.83,Tenerife,2015
Energía eléctrica,1,Hogares,9,1142449,Tenerife,2015
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,65817.73,Tenerife,2015
Energía eléctrica,1,No especificado en otras categorías - Otros,11,62542.96,Tenerife,2015
Número de clientes (CUPS),2,Disponible para consumo final,1,506174,Tenerife,2015
Número de clientes (CUPS),2,Diferencias estadísticas,2,-127,Tenerife,2015
Número de clientes (CUPS),2,Consumo final,3,506301,Tenerife,2015
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,33,Tenerife,2015
Número de clientes (CUPS),2,Sector industrial,5,7407,Tenerife,2015
Número de clientes (CUPS),2,Sector del transporte,6,10884,Tenerife,2015
Número de clientes (CUPS),2,Hostelería,7,19898,Tenerife,2015
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,40745,Tenerife,2015
Número de clientes (CUPS),2,Hogares,9,421145,Tenerife,2015
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,4572,Tenerife,2015
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,1617,Tenerife,2014
Energía eléctrica,1,Disponible para consumo final,1,3065565.89,Tenerife,2014
Energía eléctrica,1,Diferencias estadísticas,2,19847.85,Tenerife,2014
Energía eléctrica,1,Consumo final,3,3045718.04,Tenerife,2014
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,10281.58,Tenerife,2014
Energía eléctrica,1,Sector industrial,5,176691.3,Tenerife,2014
Energía eléctrica,1,Sector del transporte,6,106431.44,Tenerife,2014
Energía eléctrica,1,Hostelería,7,524240.84,Tenerife,2014
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,959701.09,Tenerife,2014
Energía eléctrica,1,Hogares,9,1148655.95,Tenerife,2014
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,61838.84,Tenerife,2014
Energía eléctrica,1,No especificado en otras categorías - Otros,11,57876.99,Tenerife,2014
Número de clientes (CUPS),2,Disponible para consumo final,1,502060,Tenerife,2014
Número de clientes (CUPS),2,Diferencias estadísticas,2,-3600,Tenerife,2014
Número de clientes (CUPS),2,Consumo final,3,505660,Tenerife,2014
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,28,Tenerife,2014
Número de clientes (CUPS),2,Sector industrial,5,7283,Tenerife,2014
Número de clientes (CUPS),2,Sector del transporte,6,11002,Tenerife,2014
Número de clientes (CUPS),2,Hostelería,7,20275,Tenerife,2014
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,40833,Tenerife,2014
Número de clientes (CUPS),2,Hogares,9,420358,Tenerife,2014
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,4612,Tenerife,2014
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,1269,Tenerife,2013
Energía eléctrica,1,Disponible para consumo final,1,3065565.89,Tenerife,2013
Energía eléctrica,1,Diferencias estadísticas,2,19847.85,Tenerife,2013
Energía eléctrica,1,Consumo final,3,3045718.04,Tenerife,2013
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,10281.58,Tenerife,2013
Energía eléctrica,1,Sector industrial,5,176691.3,Tenerife,2013
Energía eléctrica,1,Sector del transporte,6,106431.44,Tenerife,2013
Energía eléctrica,1,Hostelería,7,524240.84,Tenerife,2013
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,959701.09,Tenerife,2013
Energía eléctrica,1,Hogares,9,1148655.95,Tenerife,2013
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,61838.84,Tenerife,2013
Energía eléctrica,1,No especificado en otras categorías - Otros,11,57876.99,Tenerife,2013
Número de clientes (CUPS),2,Disponible para consumo final,1,502060,Tenerife,2013
Número de clientes (CUPS),2,Diferencias estadísticas,2,-3600,Tenerife,2013
Número de clientes (CUPS),2,Consumo final,3,505660,Tenerife,2013
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,28,Tenerife,2013
Número de clientes (CUPS),2,Sector industrial,5,7283,Tenerife,2013
Número de clientes (CUPS),2,Sector del transporte,6,11002,Tenerife,2013
Número de clientes (CUPS),2,Hostelería,7,20275,Tenerife,2013
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,40833,Tenerife,2013
Número de clientes (CUPS),2,Hogares,9,420358,Tenerife,2013
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,4612,Tenerife,2013
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,1269,Tenerife,2012
Energía eléctrica,1,Disponible para consumo final,1,3241699.28,Tenerife,2012
Energía eléctrica,1,Diferencias estadísticas,2,31164.07,Tenerife,2012
Energía eléctrica,1,Consumo final,3,3210535.21,Tenerife,2012
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,7448.51,Tenerife,2012
Energía eléctrica,1,Sector industrial,5,184742.9,Tenerife,2012
Energía eléctrica,1,Sector del transporte,6,99723.76,Tenerife,2012
Energía eléctrica,1,Hostelería,7,532632.31,Tenerife,2012
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,962811.18,Tenerife,2012
Energía eléctrica,1,Hogares,9,1313537.82,Tenerife,2012
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,73857.78,Tenerife,2012
Energía eléctrica,1,No especificado en otras categorías - Otros,11,35780.94,Tenerife,2012
Número de clientes (CUPS),2,Disponible para consumo final,1,493264,Tenerife,2012
Número de clientes (CUPS),2,Diferencias estadísticas,2,5671,Tenerife,2012
Número de clientes (CUPS),2,Consumo final,3,487593,Tenerife,2012
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,30,Tenerife,2012
Número de clientes (CUPS),2,Sector industrial,5,6966,Tenerife,2012
Número de clientes (CUPS),2,Sector del transporte,6,11248,Tenerife,2012
Número de clientes (CUPS),2,Hostelería,7,22222,Tenerife,2012
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,41996,Tenerife,2012
Número de clientes (CUPS),2,Hogares,9,399391,Tenerife,2012
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,4400,Tenerife,2012
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,1340,Tenerife,2011
Energía eléctrica,1,Disponible para consumo final,1,3194787.65,Tenerife,2011
Energía eléctrica,1,Diferencias estadísticas,2,173106.56,Tenerife,2011
Energía eléctrica,1,Consumo final,3,3021681.09,Tenerife,2011
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,7541.37,Tenerife,2011
Energía eléctrica,1,Sector industrial,5,187823.17,Tenerife,2011
Energía eléctrica,1,Sector del transporte,6,98407.27,Tenerife,2011
Energía eléctrica,1,Hostelería,7,455843.89,Tenerife,2011
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,935323.39,Tenerife,2011
Energía eléctrica,1,Hogares,9,1241312.6,Tenerife,2011
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,69562.99,Tenerife,2011
Energía eléctrica,1,No especificado en otras categorías - Otros,11,25866.39,Tenerife,2011
Número de clientes (CUPS),2,Disponible para consumo final,1,492685,Tenerife,2011
Número de clientes (CUPS),2,Diferencias estadísticas,2,,Tenerife,2011
Número de clientes (CUPS),2,Consumo final,3,,Tenerife,2011
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,,Tenerife,2011
Número de clientes (CUPS),2,Sector industrial,5,,Tenerife,2011
Número de clientes (CUPS),2,Sector del transporte,6,,Tenerife,2011
Número de clientes (CUPS),2,Hostelería,7,,Tenerife,2011
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,,Tenerife,2011
Número de clientes (CUPS),2,Hogares,9,,Tenerife,2011
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,,Tenerife,2011
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,,Tenerife,2010
Energía eléctrica,1,Disponible para consumo final,1,3235248.92,Tenerife,2010
Energía eléctrica,1,Diferencias estadísticas,2,149688.91,Tenerife,2010
Energía eléctrica,1,Consumo final,3,3085560.01,Tenerife,2010
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,276279.61,Tenerife,2010
Energía eléctrica,1,Sector industrial,5,210900.5,Tenerife,2010
Energía eléctrica,1,Sector del transporte,6,8355.34,Tenerife,2010
Energía eléctrica,1,Hostelería,7,471819.97,Tenerife,2010
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,1061861.44,Tenerife,2010
Energía eléctrica,1,Hogares,9,930438.02,Tenerife,2010
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,91354.15,Tenerife,2010
Energía eléctrica,1,No especificado en otras categorías - Otros,11,34550.99,Tenerife,2010
Número de clientes (CUPS),2,Disponible para consumo final,1,466315,Tenerife,2010
Número de clientes (CUPS),2,Diferencias estadísticas,2,,Tenerife,2010
Número de clientes (CUPS),2,Consumo final,3,,Tenerife,2010
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,,Tenerife,2010
Número de clientes (CUPS),2,Sector industrial,5,,Tenerife,2010
Número de clientes (CUPS),2,Sector del transporte,6,,Tenerife,2010
Número de clientes (CUPS),2,Hostelería,7,,Tenerife,2010
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,,Tenerife,2010
Número de clientes (CUPS),2,Hogares,9,,Tenerife,2010
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,,Tenerife,2010
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,,Tenerife,2010
Energía eléctrica,1,Disponible para consumo final,1,63480.01,La Gomera,2021
Energía eléctrica,1,Diferencias estadísticas,2,475.66,La Gomera,2021
Energía eléctrica,1,Consumo final,3,63004.35,La Gomera,2021
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,4.51,La Gomera,2021
Energía eléctrica,1,Sector industrial,5,1932.48,La Gomera,2021
Energía eléctrica,1,Sector del transporte,6,97.32,La Gomera,2021
Energía eléctrica,1,Hostelería,7,10460.97,La Gomera,2021
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,14059.7,La Gomera,2021
Energía eléctrica,1,Hogares,9,32251.62,La Gomera,2021
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,1545.32,La Gomera,2021
Energía eléctrica,1,No especificado en otras categorías - Otros,11,2652.43,La Gomera,2021
Número de clientes (CUPS),2,Disponible para consumo final,1,15367,La Gomera,2021
Número de clientes (CUPS),2,Diferencias estadísticas,2,928,La Gomera,2021
Número de clientes (CUPS),2,Consumo final,3,14439,La Gomera,2021
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,2,La Gomera,2021
Número de clientes (CUPS),2,Sector industrial,5,237,La Gomera,2021
Número de clientes (CUPS),2,Sector del transporte,6,2,La Gomera,2021
Número de clientes (CUPS),2,Hostelería,7,178,La Gomera,2021
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,1306,La Gomera,2021
Número de clientes (CUPS),2,Hogares,9,12223,La Gomera,2021
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,366,La Gomera,2021
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,125,La Gomera,2020
Energía eléctrica,1,Disponible para consumo final,1,63341.14,La Gomera,2020
Energía eléctrica,1,Diferencias estadísticas,2,3174.04,La Gomera,2020
Energía eléctrica,1,Consumo final,3,60167.1,La Gomera,2020
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,47.86,La Gomera,2020
Energía eléctrica,1,Sector industrial,5,2274.99,La Gomera,2020
Energía eléctrica,1,Sector del transporte,6,129.06,La Gomera,2020
Energía eléctrica,1,Hostelería,7,4909.39,La Gomera,2020
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,17103.57,La Gomera,2020
Energía eléctrica,1,Hogares,9,32817.5,La Gomera,2020
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,1812.55,La Gomera,2020
Energía eléctrica,1,No especificado en otras categorías - Otros,11,1072.18,La Gomera,2020
Número de clientes (CUPS),2,Disponible para consumo final,1,15301,La Gomera,2020
Número de clientes (CUPS),2,Diferencias estadísticas,2,-376,La Gomera,2020
Número de clientes (CUPS),2,Consumo final,3,15677,La Gomera,2020
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,3,La Gomera,2020
Número de clientes (CUPS),2,Sector industrial,5,294,La Gomera,2020
Número de clientes (CUPS),2,Sector del transporte,6,4,La Gomera,2020
Número de clientes (CUPS),2,Hostelería,7,168,La Gomera,2020
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,1246,La Gomera,2020
Número de clientes (CUPS),2,Hogares,9,13394,La Gomera,2020
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,397,La Gomera,2020
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,171,La Gomera,2019
Energía eléctrica,1,Disponible para consumo final,1,69097.26,La Gomera,2019
Energía eléctrica,1,Diferencias estadísticas,2,-3117.95,La Gomera,2019
Energía eléctrica,1,Consumo final,3,72215.21,La Gomera,2019
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,119.29,La Gomera,2019
Energía eléctrica,1,Sector industrial,5,1798.38,La Gomera,2019
Energía eléctrica,1,Sector del transporte,6,1316.79,La Gomera,2019
Energía eléctrica,1,Hostelería,7,11940.71,La Gomera,2019
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,20814.19,La Gomera,2019
Energía eléctrica,1,Hogares,9,32715.61,La Gomera,2019
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,2149.15,La Gomera,2019
Energía eléctrica,1,No especificado en otras categorías - Otros,11,1361.08,La Gomera,2019
Número de clientes (CUPS),2,Disponible para consumo final,1,15214,La Gomera,2019
Número de clientes (CUPS),2,Diferencias estadísticas,2,-315,La Gomera,2019
Número de clientes (CUPS),2,Consumo final,3,15529,La Gomera,2019
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,6,La Gomera,2019
Número de clientes (CUPS),2,Sector industrial,5,232,La Gomera,2019
Número de clientes (CUPS),2,Sector del transporte,6,137,La Gomera,2019
Número de clientes (CUPS),2,Hostelería,7,191,La Gomera,2019
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,1154,La Gomera,2019
Número de clientes (CUPS),2,Hogares,9,13240,La Gomera,2019
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,401,La Gomera,2019
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,168,La Gomera,2018
Energía eléctrica,1,Disponible para consumo final,1,67672.74,La Gomera,2018
Energía eléctrica,1,Diferencias estadísticas,2,1684.23,La Gomera,2018
Energía eléctrica,1,Consumo final,3,65988.51,La Gomera,2018
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,62.51,La Gomera,2018
Energía eléctrica,1,Sector industrial,5,1676.6,La Gomera,2018
Energía eléctrica,1,Sector del transporte,6,1380.09,La Gomera,2018
Energía eléctrica,1,Hostelería,7,6626.16,La Gomera,2018
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,19659.02,La Gomera,2018
Energía eléctrica,1,Hogares,9,33758.45,La Gomera,2018
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,2042.81,La Gomera,2018
Energía eléctrica,1,No especificado en otras categorías - Otros,11,782.87,La Gomera,2018
Número de clientes (CUPS),2,Disponible para consumo final,1,15154,La Gomera,2018
Número de clientes (CUPS),2,Diferencias estadísticas,2,-156,La Gomera,2018
Número de clientes (CUPS),2,Consumo final,3,15310,La Gomera,2018
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,7,La Gomera,2018
Número de clientes (CUPS),2,Sector industrial,5,226,La Gomera,2018
Número de clientes (CUPS),2,Sector del transporte,6,144,La Gomera,2018
Número de clientes (CUPS),2,Hostelería,7,240,La Gomera,2018
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,1101,La Gomera,2018
Número de clientes (CUPS),2,Hogares,9,13057,La Gomera,2018
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,401,La Gomera,2018
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,134,La Gomera,2017
Energía eléctrica,1,Disponible para consumo final,1,69058.99,La Gomera,2017
Energía eléctrica,1,Diferencias estadísticas,2,-2330.62,La Gomera,2017
Energía eléctrica,1,Consumo final,3,71389.61,La Gomera,2017
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,121.76,La Gomera,2017
Energía eléctrica,1,Sector industrial,5,1592.59,La Gomera,2017
Energía eléctrica,1,Sector del transporte,6,1159.21,La Gomera,2017
Energía eléctrica,1,Hostelería,7,9848.78,La Gomera,2017
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,20276.41,La Gomera,2017
Energía eléctrica,1,Hogares,9,32622.53,La Gomera,2017
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,2227.68,La Gomera,2017
Energía eléctrica,1,No especificado en otras categorías - Otros,11,3540.64,La Gomera,2017
Número de clientes (CUPS),2,Disponible para consumo final,1,15092,La Gomera,2017
Número de clientes (CUPS),2,Diferencias estadísticas,2,-563,La Gomera,2017
Número de clientes (CUPS),2,Consumo final,3,15655,La Gomera,2017
